"ensembl_gene_id","external_gene_name","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name"
"ENSMUSG00000101077","Gm29164","",""
"ENSMUSG00000077666","Gm26146","",""
"ENSMUSG00000111616","Gm18487","",""
"ENSMUSG00000066257","Or5ac24","",""
"ENSMUSG00000035765","Dym","ENSG00000141627","DYM"
"ENSMUSG00000099927","Gm8226","",""
"ENSMUSG00000065122","Gm26126","ENSG00000252990","RNU1-54P"
"ENSMUSG00000065122","Gm26126","ENSG00000200789","RNU1-65P"
"ENSMUSG00000111770","Gm48811","",""
"ENSMUSG00000102064","Gm28625","",""
"ENSMUSG00000095706","Or5ac25","",""
"ENSMUSG00000110783","Gm48821","",""
"ENSMUSG00000099779","Gm8228","",""
"ENSMUSG00000029152","Ociad1","ENSG00000109180","OCIAD1"
"ENSMUSG00000101673","Gm28070","",""
"ENSMUSG00000055239","Kcmf1","ENSG00000176407","KCMF1"
"ENSMUSG00000111281","Gm48830","",""
"ENSMUSG00000065274","Gm25125","",""
"ENSMUSG00000111386","Gm48842","",""
"ENSMUSG00000074991","Gabrr3","ENSG00000183185","GABRR3"
"ENSMUSG00000061559","Skic8","ENSG00000140395","SKIC8"
"ENSMUSG00000080321","Gm14644","",""
"ENSMUSG00000118772","Gm22550","",""
"ENSMUSG00000082817","Gm16428","",""
"ENSMUSG00000022724","Riox2","ENSG00000170854","RIOX2"
"ENSMUSG00000081477","Gm7916","",""
"ENSMUSG00000084070","Gm6591","",""
"ENSMUSG00000103424","Gm37535","",""
"ENSMUSG00000096376","Gm14590","",""
"ENSMUSG00000104029","Gm37210","",""
"ENSMUSG00000101986","Gm6198","",""
"ENSMUSG00000087008","Gm5530","",""
"ENSMUSG00000083069","Gm16431","",""
"ENSMUSG00000066797","Zfp648","ENSG00000179930","ZNF648"
"ENSMUSG00000080889","Gm7974","",""
"ENSMUSG00000032673","Prorsd1","",""
"ENSMUSG00000067909","Slxl1","ENSG00000139351","SYCP3"
"ENSMUSG00000048960","Prex2","ENSG00000046889","PREX2"
"ENSMUSG00000107610","D530018E20Rik","",""
"ENSMUSG00000079523","Tmsb10","",""
"ENSMUSG00000073176","Zfp449","ENSG00000173275","ZNF449"
"ENSMUSG00000031286","Glt28d2","",""
"ENSMUSG00000113159","Gm48771","",""
"ENSMUSG00000082604","Gm8482","",""
"ENSMUSG00000106508","4933425M03Rik","",""
"ENSMUSG00000119325","Gm26204","",""
"ENSMUSG00002076625","Gm54940","",""
"ENSMUSG00002075155","Gm54781","ENSG00000201384",""
"ENSMUSG00000084945","C030037F17Rik","",""
"ENSMUSG00000118701","Gm54782","",""
"ENSMUSG00000047415","Gpr68","ENSG00000119714","GPR68"
"ENSMUSG00000098444","Gm27811","",""
"ENSMUSG00000040037","Negr1","ENSG00000172260","NEGR1"
"ENSMUSG00000026317","Cln8","ENSG00000182372","CLN8"
"ENSMUSG00000107661","Gm18402","",""
"ENSMUSG00000054850","Smim10l2a","ENSG00000178947","SMIM10L2A"
"ENSMUSG00000054850","Smim10l2a","ENSG00000196972","SMIM10L2B"
"ENSMUSG00000030094","Xpc","ENSG00000154767","XPC"
"ENSMUSG00000081620","Gm14633","",""
"ENSMUSG00000031568","Rwdd4a","ENSG00000182552","RWDD4"
"ENSMUSG00000058932","Gm2174","",""
"ENSMUSG00000059203","Il1rapl2","ENSG00000189108","IL1RAPL2"
"ENSMUSG00000051675","Trim32","ENSG00000119401","TRIM32"
"ENSMUSG00000118530","Gm53034","",""
"ENSMUSG00000022723","Crybg3","ENSG00000080200","CRYBG3"
"ENSMUSG00000020758","Itgb4","ENSG00000132470","ITGB4"
"ENSMUSG00000021071","Trim9","ENSG00000100505","TRIM9"
"ENSMUSG00000104696","Gm42946","",""
"ENSMUSG00000106047","Gm42942","",""
"ENSMUSG00000106385","Gm42943","",""
"ENSMUSG00000083080","Gm11484","",""
"ENSMUSG00000105290","Gm43528","",""
"ENSMUSG00000065151","Gm25480","ENSG00000212395",""
"ENSMUSG00000065151","Gm25480","ENSG00000201619",""
"ENSMUSG00000065151","Gm25480","ENSG00000212338",""
"ENSMUSG00000065151","Gm25480","ENSG00000207094",""
"ENSMUSG00000065151","Gm25480","ENSG00000207027",""
"ENSMUSG00000082053","Gm11220","",""
"ENSMUSG00000083122","Gm15578","",""
"ENSMUSG00000086708","Gm15577","",""
"ENSMUSG00000039005","Tlr4","ENSG00000136869","TLR4"
"ENSMUSG00000106018","Gm43527","",""
"ENSMUSG00000082135","Gm14988","",""
"ENSMUSG00000105803","Gm43526","",""
"ENSMUSG00002076735","Gm54832","",""
"ENSMUSG00000084118","Gm14989","",""
"ENSMUSG00000102322","4930566N20Rik","",""
"ENSMUSG00000077581","Gm24373","",""
"ENSMUSG00002076754","Gm54834","",""
"ENSMUSG00000119092","Gm23725","ENSG00000252155","RNU6-941P"
"ENSMUSG00000119092","Gm23725","ENSG00000251819","RNU6-322P"
"ENSMUSG00000119092","Gm23725","ENSG00000207332","RNU6-146P"
"ENSMUSG00002075461","Gm54896","",""
"ENSMUSG00000118872","Gm22458","ENSG00000201260","RNU6-1075P"
"ENSMUSG00000071686","Tex13a","ENSG00000170925","TEX13B"
"ENSMUSG00000094153","Gm8807","",""
"ENSMUSG00000118829","Gm23379","ENSG00000206700","RNU6-723P"
"ENSMUSG00000118829","Gm23379","ENSG00000206839","RNU6-746P"
"ENSMUSG00000104555","Gm5983","",""
"ENSMUSG00000052928","Ctif","ENSG00000134030","CTIF"
"ENSMUSG00000027722","Afg2a","ENSG00000145375","AFG2A"
"ENSMUSG00000118858","Gm22057","",""
"ENSMUSG00000087832","Gm23958","",""
"ENSMUSG00000081017","Gm15000","",""
"ENSMUSG00000083053","Gm15001","",""
"ENSMUSG00000081435","Gm11403","",""
"ENSMUSG00000080815","Hmgb1-rs18","",""
"ENSMUSG00002075222","Gm55159","",""
"ENSMUSG00000083087","Gm11249","",""
"ENSMUSG00000086364","Gm11751","",""
"ENSMUSG00000035967","Ints6l","ENSG00000165359","INTS6L"
"ENSMUSG00000110363","Gm45576","",""
"ENSMUSG00002075555","Gm54945","",""
"ENSMUSG00000109960","Gm45575","",""
"ENSMUSG00000062458","Gm8623","",""
"ENSMUSG00000064762","Gm23738","",""
"ENSMUSG00000081231","Tcp1-ps1","",""
"ENSMUSG00000063049","Ing2","ENSG00000168556","ING2"
"ENSMUSG00000028351","Brinp1","ENSG00000078725","BRINP1"
"ENSMUSG00000074357","AA386476","",""
"ENSMUSG00000021917","Spcs1","ENSG00000114902","SPCS1"
"ENSMUSG00000118164","Gm20570","",""
"ENSMUSG00000044646","Zbtb7c","ENSG00000184828","ZBTB7C"
"ENSMUSG00000059854","Hydin","ENSG00000157423","HYDIN"
"ENSMUSG00000114812","Gm48254","",""
"ENSMUSG00000114605","C130051F05Rik","",""
"ENSMUSG00000114622","Gm18990","",""
"ENSMUSG00000113894","Gm48838","",""
"ENSMUSG00000069171","Nr2f1","ENSG00000175745","NR2F1"
"ENSMUSG00000032291","Crabp1","ENSG00000166426","CRABP1"
"ENSMUSG00000092429","Tprgl-ps1","",""
"ENSMUSG00000092217","Vmn2r-ps62","",""
"ENSMUSG00000117797","2900057B20Rik","",""
"ENSMUSG00000091816","Gm17141","",""
"ENSMUSG00000098276","Mir6358","",""
"ENSMUSG00000118004","BC026513","",""
"ENSMUSG00000024563","Smad2","ENSG00000175387","SMAD2"
"ENSMUSG00000111686","Rab7-ps1","",""
"ENSMUSG00000065815","Gm24697","ENSG00000207121","RNU6-1230P"
"ENSMUSG00000082553","Gm11404","",""
"ENSMUSG00000082998","Gm11221","",""
"ENSMUSG00000085627","Gm11222","",""
"ENSMUSG00000084342","Gm11224","",""
"ENSMUSG00000082368","Gm11225","",""
"ENSMUSG00000045411","2410002F23Rik","",""
"ENSMUSG00000034303","Ccdc15","ENSG00000149548","CCDC15"
"ENSMUSG00000040732","Erg","ENSG00000157554","ERG"
"ENSMUSG00000039298","Cdk5rap2","ENSG00000136861","CDK5RAP2"
"ENSMUSG00000034918","Cdhr2","ENSG00000074276","CDHR2"
"ENSMUSG00002076439","Gm54920","",""
"ENSMUSG00000100031","Gm18727","",""
"ENSMUSG00000077318","Gm24173","",""
"ENSMUSG00000101827","Gm28686","",""
"ENSMUSG00000103494","Gm37410","",""
"ENSMUSG00000067158","Col4a4","ENSG00000081052","COL4A4"
"ENSMUSG00000029810","Tmem176b","ENSG00000106565","TMEM176B"
"ENSMUSG00000091780","Sco2","ENSG00000284194","SCO2"
"ENSMUSG00000022615","Tymp","ENSG00000025708","TYMP"
"ENSMUSG00000021843","Ktn1","ENSG00000126777","KTN1"
"ENSMUSG00000047394","Cimap1b","ENSG00000177989","CIMAP1B"
"ENSMUSG00000074852","Hpse2","ENSG00000172987","HPSE2"
"ENSMUSG00000087966","Gm25390","",""
"ENSMUSG00000106166","Gm43484","",""
"ENSMUSG00000080723","Gm12564","",""
"ENSMUSG00000081093","Gm12565","",""
"ENSMUSG00000019975","Ikbip","ENSG00000166130","IKBIP"
"ENSMUSG00000104605","Gm42922","",""
"ENSMUSG00000037211","Spry1","ENSG00000164056","SPRY1"
"ENSMUSG00002074881","Gm55012","",""
"ENSMUSG00000091680","Klhdc7b","ENSG00000130487","KLHDC7B"
"ENSMUSG00000117880","Gm34517","",""
"ENSMUSG00000117682","Gm18379","",""
"ENSMUSG00000078938","Syce3","ENSG00000217442","SYCE3"
"ENSMUSG00000047509","Gm6776","",""
"ENSMUSG00000024663","Rab3il1","ENSG00000167994","RAB3IL1"
"ENSMUSG00000069227","Gprin1","ENSG00000169258","GPRIN1"
"ENSMUSG00000078937","Cpt1b","ENSG00000205560","CPT1B"
"ENSMUSG00000061904","Slc25a3","ENSG00000075415","SLC25A3"
"ENSMUSG00000106062","Gm43820","",""
"ENSMUSG00000104935","Gm43414","",""
"ENSMUSG00000058174","Gm5148","",""
"ENSMUSG00000114592","Gm5042","",""
"ENSMUSG00000114600","Gm46387","",""
"ENSMUSG00000114383","Gm3963","",""
"ENSMUSG00000021693","Kif2a","ENSG00000068796","KIF2A"
"ENSMUSG00000100755","Rps23-ps1","",""
"ENSMUSG00000097304","Rpl31-ps15","",""
"ENSMUSG00000089123","Gm26404","",""
"ENSMUSG00000106621","Gm42752","",""
"ENSMUSG00000105252","Gm42753","",""
"ENSMUSG00000106461","Gm20755","",""
"ENSMUSG00000107292","Gm42733","",""
"ENSMUSG00000087457","Gm7799","",""
"ENSMUSG00000107331","Gm42732","",""
"ENSMUSG00000105099","Gm42751","",""
"ENSMUSG00000118777","Gm22899","",""
"ENSMUSG00000105359","Rpl21-ps10","",""
"ENSMUSG00000106002","5430434I15Rik","",""
"ENSMUSG00000105943","Gm2965","",""
"ENSMUSG00000092986","Gm25574","",""
"ENSMUSG00000106485","3830422I06Rik","",""
"ENSMUSG00000029283","Cdc7","ENSG00000097046","CDC7"
"ENSMUSG00000028082","Sh3d19","ENSG00000109686","SH3D19"
"ENSMUSG00000038069","Cdkn2aip","ENSG00000168564","CDKN2AIP"
"ENSMUSG00000117816","Gm50360","",""
"ENSMUSG00000118108","Gm50284","",""
"ENSMUSG00000032818","Loxhd1","ENSG00000167210","LOXHD1"
"ENSMUSG00000022262","Dnah5","ENSG00000039139","DNAH5"
"ENSMUSG00000118811","Gm23627","",""
"ENSMUSG00000093112","Gm22701","ENSG00000273710","Metazoa_SRP"
"ENSMUSG00000093112","Gm22701","ENSG00000243544","RN7SL172P"
"ENSMUSG00000093112","Gm22701","ENSG00000244033","RN7SL228P"
"ENSMUSG00000093112","Gm22701","ENSG00000264916","RN7SL230P"
"ENSMUSG00000093112","Gm22701","ENSG00000244389","RN7SL242P"
"ENSMUSG00000093112","Gm22701","ENSG00000244391","RN7SL330P"
"ENSMUSG00000093112","Gm22701","ENSG00000265745","RN7SL375P"
"ENSMUSG00000093112","Gm22701","ENSG00000273524","Metazoa_SRP"
"ENSMUSG00000093112","Gm22701","ENSG00000244294","RN7SL740P"
"ENSMUSG00000093112","Gm22701","ENSG00000243870","RN7SL236P"
"ENSMUSG00000093112","Gm22701","ENSG00000243856","RN7SL551P"
"ENSMUSG00000093112","Gm22701","ENSG00000240663","RN7SL310P"
"ENSMUSG00000093112","Gm22701","ENSG00000241246","RN7SL302P"
"ENSMUSG00000093112","Gm22701","ENSG00000239748","RN7SL795P"
"ENSMUSG00000093112","Gm22701","ENSG00000244568","RN7SL654P"
"ENSMUSG00002074968","Gm54954","",""
"ENSMUSG00002075592","Gm54955","",""
"ENSMUSG00000080902","Ywhaq-ps3","",""
"ENSMUSG00002075459","Gm54956","",""
"ENSMUSG00000079465","Col4a3","ENSG00000169031","COL4A3"
"ENSMUSG00002076539","Gm55177","",""
"ENSMUSG00000110604","Gm45824","",""
"ENSMUSG00000039270","Megf9","ENSG00000106780","MEGF9"
"ENSMUSG00000064016","Ct45a","ENSG00000269586","CT45A10"
"ENSMUSG00000064016","Ct45a","ENSG00000270946","CT45A9"
"ENSMUSG00000064016","Ct45a","ENSG00000273696","CT45A7"
"ENSMUSG00000064016","Ct45a","ENSG00000278085","CT45A8"
"ENSMUSG00000064016","Ct45a","ENSG00000268940","CT45A1"
"ENSMUSG00000064016","Ct45a","ENSG00000228836","CT45A5"
"ENSMUSG00000064016","Ct45a","ENSG00000181433","SAGE1"
"ENSMUSG00000064016","Ct45a","ENSG00000278289","CT45A6"
"ENSMUSG00000064016","Ct45a","ENSG00000269096","CT45A3"
"ENSMUSG00000064016","Ct45a","ENSG00000271449","CT45A2"
"ENSMUSG00000110539","Gm45864","",""
"ENSMUSG00000061974","Cldn24","",""
"ENSMUSG00000035671","Zswim4","ENSG00000132003","ZSWIM4"
"ENSMUSG00000051329","Nup160","ENSG00000030066","NUP160"
"ENSMUSG00000091425","Gm17118","",""
"ENSMUSG00000010045","Tmem115","ENSG00000126062","TMEM115"
"ENSMUSG00000061273","Mmgt1","ENSG00000169446","MMGT1"
"ENSMUSG00000083549","Gm11227","",""
"ENSMUSG00000084937","Gm11228","",""
"ENSMUSG00000111421","Gm47643","",""
"ENSMUSG00000082017","Gm11229","",""
"ENSMUSG00000083914","Rps18-ps1","",""
"ENSMUSG00000111481","Gm47652","",""
"ENSMUSG00000082432","Gm11231","",""
"ENSMUSG00000066141","Gm11232","",""
"ENSMUSG00000037190","Cyb561d2","ENSG00000114395","CYB561D2"
"ENSMUSG00000081117","Gm11233","",""
"ENSMUSG00000077167","Gm24119","ENSG00000212443","SNORA53"
"ENSMUSG00000020124","Usp15","ENSG00000135655","USP15"
"ENSMUSG00000031563","Wwc2","ENSG00000151718","WWC2"
"ENSMUSG00000032293","Ireb2","ENSG00000136381","IREB2"
"ENSMUSG00000117323","Gm36487","",""
"ENSMUSG00000049672","Zbtb14","ENSG00000198081","ZBTB14"
"ENSMUSG00000092787","Mir5116","",""
"ENSMUSG00000060681","Slc9a6","ENSG00000198689","SLC9A6"
"ENSMUSG00000028906","Epb41","ENSG00000159023","EPB41"
"ENSMUSG00000091636","Akain1","ENSG00000231824","AKAIN1"
"ENSMUSG00000034192","Lsm3","ENSG00000170860","LSM3"
"ENSMUSG00000117053","A730049N16Rik","",""
"ENSMUSG00000117122","Gm9319","",""
"ENSMUSG00000117071","Gm9598","",""
"ENSMUSG00002076618","Gm55102","",""
"ENSMUSG00000025189","Cnnm1","ENSG00000119946","CNNM1"
"ENSMUSG00000117078","Gm4561","",""
"ENSMUSG00002075966","Gm54925","",""
"ENSMUSG00000101880","Gm29282","",""
"ENSMUSG00000101433","Gm29441","",""
"ENSMUSG00000056708","Ier5","ENSG00000162783","IER5"
"ENSMUSG00000046240","Hepacam","ENSG00000165478","HEPACAM"
"ENSMUSG00000026471","Mr1","ENSG00000153029","MR1"
"ENSMUSG00000023367","Tmem176a","ENSG00000002933","TMEM176A"
"ENSMUSG00000023805","Synj2","ENSG00000078269","SYNJ2"
"ENSMUSG00000019362","D8Ertd738e","ENSG00000104979","C19orf53"
"ENSMUSG00000025190","Got1","ENSG00000120053","GOT1"
"ENSMUSG00000038064","Cldn22","",""
"ENSMUSG00002075471","Gm54963","",""
"ENSMUSG00000110544","Gm2607","",""
"ENSMUSG00000035878","Hykk","ENSG00000188266","HYKK"
"ENSMUSG00000010936","Vac14","ENSG00000103043","VAC14"
"ENSMUSG00000070460","Or5ae2","",""
"ENSMUSG00000057715","A830018L16Rik","ENSG00000165084","C8orf34"
"ENSMUSG00000092425","Tprgl-ps2","",""
"ENSMUSG00000070459","Or5ae1","",""
"ENSMUSG00000052861","Dnah6","ENSG00000115423","DNAH6"
"ENSMUSG00000080352","Gm26247","ENSG00000220988","SNORD88C"
"ENSMUSG00000118729","Snord88c","",""
"ENSMUSG00000116179","Or5ae1","",""
"ENSMUSG00000119643","Snord88a","",""
"ENSMUSG00000092214","Gm18560","",""
"ENSMUSG00000080683","Gm23991","",""
"ENSMUSG00000118308","Gm19179","",""
"ENSMUSG00000066372","Vmn2r65","",""
"ENSMUSG00000044220","Nkx2-3","ENSG00000119919","NKX2-3"
"ENSMUSG00000044820","AY074887","",""
"ENSMUSG00002074883","Gm55018","",""
"ENSMUSG00000040414","Slc25a28","ENSG00000155287","SLC25A28"
"ENSMUSG00000010057","Nprl2","ENSG00000114388","NPRL2"
"ENSMUSG00000012777","Acp4","ENSG00000142513","ACP4"
"ENSMUSG00000113694","Gm48747","",""
"ENSMUSG00000086458","Gm2639","",""
"ENSMUSG00000021072","Tmx1","ENSG00000139921","TMX1"
"ENSMUSG00000081889","Gm13188","",""
"ENSMUSG00000104284","Gm10862","",""
"ENSMUSG00000024664","Fads3","ENSG00000221968","FADS3"
"ENSMUSG00000102517","Gm38085","",""
"ENSMUSG00000102136","Gm37107","",""
"ENSMUSG00000102357","Gm38348","",""
"ENSMUSG00000027472","Pdrg1","ENSG00000088356","PDRG1"
"ENSMUSG00000088394","Gm26312","ENSG00000252990","RNU1-54P"
"ENSMUSG00000088394","Gm26312","ENSG00000200789","RNU1-65P"
"ENSMUSG00000042473","Tbc1d8b","ENSG00000133138","TBC1D8B"
"ENSMUSG00000022722","Arl6","ENSG00000113966","ARL6"
"ENSMUSG00000087376","Gm15517","",""
"ENSMUSG00000025427","Ark2c","ENSG00000141622","ARK2C"
"ENSMUSG00000116461","Gm44502","",""
"ENSMUSG00000108343","Gm18307","",""
"ENSMUSG00000108512","Gm7238","",""
"ENSMUSG00000106201","Gm7815","",""
"ENSMUSG00000049013","Prss48","ENSG00000189099","PRSS48"
"ENSMUSG00000113944","Gm48847","",""
"ENSMUSG00000094950","Vmn2r66","",""
"ENSMUSG00000088068","Gm47290","ENSG00000252125","RNU6-1299P"
"ENSMUSG00000088068","Gm47290","ENSG00000283369","U6"
"ENSMUSG00000113900","Gm40437","",""
"ENSMUSG00000004698","Hdac9","ENSG00000048052","HDAC9"
"ENSMUSG00000115473","Gm49278","",""
"ENSMUSG00000115156","Gm49279","",""
"ENSMUSG00000035941","Ibtk","ENSG00000005700","IBTK"
"ENSMUSG00000115795","Gm8484","",""
"ENSMUSG00000115459","Gm49280","",""
"ENSMUSG00000092639","Mir3964","",""
"ENSMUSG00000088621","Gm23033","",""
"ENSMUSG00000115544","Gm49281","",""
"ENSMUSG00000089279","Gm24554","",""
"ENSMUSG00000088045","Gm23327","",""
"ENSMUSG00000115080","Gm5212","",""
"ENSMUSG00000065847","Gm25188","ENSG00000207503",""
"ENSMUSG00000065726","Gm26163","",""
"ENSMUSG00000044864","Ankrd50","ENSG00000151458","ANKRD50"
"ENSMUSG00000022617","Chkb","ENSG00000100288","CHKB"
"ENSMUSG00000087355","Gm13187","",""
"ENSMUSG00000092530","Vmn2r-ps64","",""
"ENSMUSG00000092422","Vmn2r-ps65","",""
"ENSMUSG00000092621","Vmn2r-ps66","",""
"ENSMUSG00000092211","Vmn2r-ps67","",""
"ENSMUSG00000004473","Clec11a","ENSG00000105472","CLEC11A"
"ENSMUSG00000102494","Gm36988","",""
"ENSMUSG00000117855","Gm50197","",""
"ENSMUSG00000042631","Xkr7","ENSG00000260903","XKR7"
"ENSMUSG00000029153","Ociad2","ENSG00000145247","OCIAD2"
"ENSMUSG00000039840","Epg5","ENSG00000152223","EPG5"
"ENSMUSG00000004996","Mri1","ENSG00000037757","MRI1"
"ENSMUSG00000072945","Ripply1","ENSG00000147223","RIPPLY1"
"ENSMUSG00002076557","Gm54804","",""
"ENSMUSG00000105360","Gm7824","",""
"ENSMUSG00000075826","Gm23691","",""
"ENSMUSG00000028081","Rps3a1","",""
"ENSMUSG00000086018","Gm13179","",""
"ENSMUSG00000081018","Gm15012","",""
"ENSMUSG00000092199","Gm18358","",""
"ENSMUSG00000047230","Cldn2","ENSG00000165376","CLDN2"
"ENSMUSG00000095664","Vmn2r67","",""
"ENSMUSG00000033943","Mga","ENSG00000174197","MGA"
"ENSMUSG00000004994","Yju2b","ENSG00000104957","YJU2B"
"ENSMUSG00000023092","Fhl1","",""
"ENSMUSG00000092259","Vmn2r-ps68","",""
"ENSMUSG00000096861","Vmn2r68","",""
"ENSMUSG00000064984","Snord73a","ENSG00000208797","SNORD73A"
"ENSMUSG00000064390","Snord73b","ENSG00000201264","SNORD73B"
"ENSMUSG00000102218","Gm37493","",""
"ENSMUSG00000089394","Gm23025","ENSG00000212370","RNU6-482P"
"ENSMUSG00000089394","Gm23025","ENSG00000223062","RNU6-1245P"
"ENSMUSG00000046743","Fat4","ENSG00000196159","FAT4"
"ENSMUSG00000092562","Gm20414","",""
"ENSMUSG00000092313","Gm20415","",""
"ENSMUSG00000090773","Vmn2r-ps69","",""
"ENSMUSG00000025192","Entpd7","ENSG00000198018","ENTPD7"
"ENSMUSG00000091006","Vmn2r69","",""
"ENSMUSG00000106958","Gm35960","",""
"ENSMUSG00000029287","Tgfbr3","ENSG00000069702","TGFBR3"
"ENSMUSG00000108777","Gm45081","",""
"ENSMUSG00000092426","Gm18779","",""
"ENSMUSG00000092410","Gm18354","",""
"ENSMUSG00000092179","Vmn2r-ps75","",""
"ENSMUSG00000075701","Selenos","ENSG00000131871","SELENOS"
"ENSMUSG00000022607","Ptk2","ENSG00000169398","PTK2"
"ENSMUSG00000098003","Gm6317","",""
"ENSMUSG00000112879","Gm47726","",""
"ENSMUSG00000104792","Gm43308","",""
"ENSMUSG00000022895","Ets2","ENSG00000157557","ETS2"
"ENSMUSG00000107333","Gm43008","",""
"ENSMUSG00002076638","Gm55025","",""
"ENSMUSG00000109653","Gm45608","",""
"ENSMUSG00000118708","n-R5s195","",""
"ENSMUSG00000106786","Gm42781","",""
"ENSMUSG00000114632","Gm48399","",""
"ENSMUSG00000044071","Tafa2","ENSG00000198673","TAFA2"
"ENSMUSG00000065945","Gm23796","",""
"ENSMUSG00000119128","Gm23831","",""
"ENSMUSG00000065072","Gm24533","",""
"ENSMUSG00000106846","Gm42786","",""
"ENSMUSG00000033763","Mtss2","ENSG00000132613","MTSS2"
"ENSMUSG00000106948","Gm42785","",""
"ENSMUSG00002075618","Gm54904","ENSG00000201882",""
"ENSMUSG00002075618","Gm54904","ENSG00000273885",""
"ENSMUSG00002075027","Gm54809","",""
"ENSMUSG00000091055","Siglec15","ENSG00000197046","SIGLEC15"
"ENSMUSG00000114557","Gm8345","",""
"ENSMUSG00000029811","Aoc1","ENSG00000002726","AOC1"
"ENSMUSG00000088435","Gm25383","",""
"ENSMUSG00000101416","Gm29318","",""
"ENSMUSG00000102355","Gm38349","",""
"ENSMUSG00000114874","Gm48470","",""
"ENSMUSG00000034891","Sncb","ENSG00000074317","SNCB"
"ENSMUSG00000028180","Zranb2","ENSG00000132485","ZRANB2"
"ENSMUSG00000059336","Slc14a1","ENSG00000141469","SLC14A1"
"ENSMUSG00000024665","Fads2","ENSG00000134824","FADS2"
"ENSMUSG00000092307","Vmn2r-ps76","",""
"ENSMUSG00000092287","Vmn2r-ps77","",""
"ENSMUSG00000032640","Chsy1","ENSG00000131873","CHSY1"
"ENSMUSG00000097634","Gm26827","",""
"ENSMUSG00000065800","Gm23042","",""
"ENSMUSG00000084461","Gm22958","",""
"ENSMUSG00000108699","Gm18988","",""
"ENSMUSG00000112036","Gm47801","",""
"ENSMUSG00000108686","Gm45080","",""
"ENSMUSG00000111945","Gm19169","",""
"ENSMUSG00000112603","Gm18510","",""
"ENSMUSG00000070458","Vmn2r73","",""
"ENSMUSG00000112250","Gm47837","",""
"ENSMUSG00002075256","Gm55029","",""
"ENSMUSG00000112130","Gm47839","",""
"ENSMUSG00000112542","Gm47840","",""
"ENSMUSG00000114475","Gm2726","",""
"ENSMUSG00000119183","Gm24863","",""
"ENSMUSG00000020102","Slc16a7","ENSG00000118596","SLC16A7"
"ENSMUSG00000084949","Gm16249","",""
"ENSMUSG00000103715","4933431K14Rik","",""
"ENSMUSG00000065706","Gm22830","",""
"ENSMUSG00000099980","Gm5619","",""
"ENSMUSG00000114459","Gm2736","",""
"ENSMUSG00000106643","Gm43422","",""
"ENSMUSG00000100019","Gm18766","",""
"ENSMUSG00000114505","Gm48471","",""
"ENSMUSG00000107440","Gm40377","",""
"ENSMUSG00000105033","Gm43423","",""
"ENSMUSG00000049233","Apoo-ps","",""
"ENSMUSG00000084218","Gm8145","",""
"ENSMUSG00000029813","Aoc1l2","ENSG00000002726","AOC1"
"ENSMUSG00000100168","Gm28526","",""
"ENSMUSG00000010044","Zmynd10","ENSG00000004838","ZMYND10"
"ENSMUSG00000106671","Gm42900","",""
"ENSMUSG00000088429","Gm22557","ENSG00000251975","RNU6-718P"
"ENSMUSG00000033799","Tasor2","ENSG00000108021","TASOR2"
"ENSMUSG00000029154","Cwh43","ENSG00000109182","CWH43"
"ENSMUSG00000089335","Gm24348","",""
"ENSMUSG00000068537","Gm10242","",""
"ENSMUSG00000107943","Gm18538","",""
"ENSMUSG00000107692","Gm19172","",""
"ENSMUSG00000092440","Vmn2r-ps78","",""
"ENSMUSG00000068536","Aoc1l1","ENSG00000002726","AOC1"
"ENSMUSG00000038738","Shank1","ENSG00000161681","SHANK1"
"ENSMUSG00000031750","Il34","ENSG00000157368","IL34"
"ENSMUSG00000117167","Gm6599","",""
"ENSMUSG00000055540","Epha6","ENSG00000080224","EPHA6"
"ENSMUSG00000117700","Gm50359","",""
"ENSMUSG00000108017","Gm18539","",""
"ENSMUSG00000039215","Aoc1l3","ENSG00000002726","AOC1"
"ENSMUSG00000040018","Cox15","ENSG00000014919","COX15"
"ENSMUSG00000035274","Tpbg","ENSG00000146242","TPBG"
"ENSMUSG00000107457","Gm19173","",""
"ENSMUSG00000052738","Suclg1","ENSG00000163541","SUCLG1"
"ENSMUSG00000110946","Gm47604","",""
"ENSMUSG00000111418","Gm18016","",""
"ENSMUSG00000032415","Ube3d","ENSG00000118420","UBE3D"
"ENSMUSG00000005262","Ufd1","ENSG00000070010","UFD1"
"ENSMUSG00000090039","Gm15894","",""
"ENSMUSG00000071176","Arhgef10","ENSG00000104728","ARHGEF10"
"ENSMUSG00000111943","Gm47862","",""
"ENSMUSG00000112100","Gm9102","",""
"ENSMUSG00000020105","Lrig3","ENSG00000139263","LRIG3"
"ENSMUSG00000010663","Fads1","ENSG00000149485","FADS1"
"ENSMUSG00000083731","Gm16202","",""
"ENSMUSG00000024552","Slc14a2","ENSG00000132874","SLC14A2"
"ENSMUSG00000032301","Psma4","ENSG00000041357","PSMA4"
